Term	Ont	N	DE	P.DE	FDR	ratio
GO:2000136	regulation of cell proliferation involved in heart morphogenesis	BP	5	1	0.457866618964773	1	0.2
GO:0099541	trans-synaptic signaling by lipid	BP	5	1	0.457866618964773	1	0.2
GO:0099542	trans-synaptic signaling by endocannabinoid	BP	5	1	0.457866618964773	1	0.2
GO:2000489	regulation of hepatic stellate cell activation	BP	5	1	0.457866618964773	1	0.2
GO:0048820	hair follicle maturation	BP	5	1	0.457866618964773	1	0.2
GO:0009155	purine deoxyribonucleotide catabolic process	BP	5	1	0.457866618964773	1	0.2
GO:0071467	cellular response to pH	BP	5	1	0.457866618964773	1	0.2
GO:0035116	embryonic hindlimb morphogenesis	BP	5	1	0.457866618964773	1	0.2
GO:0071257	cellular response to electrical stimulus	BP	5	1	0.457866618964773	1	0.2
GO:0000963	mitochondrial RNA processing	BP	5	1	0.457866618964773	1	0.2
GO:0021979	hypothalamus cell differentiation	BP	5	1	0.457866618964773	1	0.2
GO:0042670	retinal cone cell differentiation	BP	5	1	0.457866618964773	1	0.2
GO:0072079	nephron tubule formation	BP	5	1	0.457866618964773	1	0.2
GO:0003190	atrioventricular valve formation	BP	5	1	0.457866618964773	1	0.2
GO:0051956	negative regulation of amino acid transport	BP	5	1	0.457866618964773	1	0.2
GO:0052372	modulation by symbiont of entry into host	BP	5	1	0.457866618964773	1	0.2
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	BP	5	1	0.457866618964773	1	0.2
GO:0035864	response to potassium ion	BP	5	1	0.457866618964773	1	0.2
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	BP	5	1	0.457866618964773	1	0.2
GO:0035115	embryonic forelimb morphogenesis	BP	5	1	0.457866618964773	1	0.2
GO:0055003	cardiac myofibril assembly	BP	5	1	0.457866618964773	1	0.2
GO:0006491	N-glycan processing	BP	5	1	0.457866618964773	1	0.2
GO:0061140	lung secretory cell differentiation	BP	5	1	0.457866618964773	1	0.2
GO:0002523	leukocyte migration involved in inflammatory response	BP	5	1	0.457866618964773	1	0.2
GO:2001256	regulation of store-operated calcium entry	BP	5	1	0.457866618964773	1	0.2
GO:0032536	regulation of cell projection size	BP	5	1	0.457866618964773	1	0.2
GO:0106104	regulation of glutamate receptor clustering	BP	5	1	0.457866618964773	1	0.2
GO:1904717	regulation of AMPA glutamate receptor clustering	BP	5	1	0.457866618964773	1	0.2
GO:0031547	brain-derived neurotrophic factor receptor signaling pathway	BP	5	1	0.457866618964773	1	0.2
GO:0048934	peripheral nervous system neuron differentiation	BP	5	1	0.457866618964773	1	0.2
GO:0099525	presynaptic dense core vesicle exocytosis	BP	5	1	0.457866618964773	1	0.2
GO:2001014	regulation of skeletal muscle cell differentiation	BP	5	1	0.457866618964773	1	0.2
GO:0098719	sodium ion import across plasma membrane	BP	5	1	0.457866618964773	1	0.2
GO:0090493	catecholamine uptake	BP	5	1	0.457866618964773	1	0.2
GO:0090494	dopamine uptake	BP	5	1	0.457866618964773	1	0.2
GO:0060433	bronchus development	BP	5	1	0.457866618964773	1	0.2
GO:0060576	intestinal epithelial cell development	BP	5	1	0.457866618964773	1	0.2
GO:0006390	mitochondrial transcription	BP	5	1	0.457866618964773	1	0.2
GO:0046051	UTP metabolic process	BP	5	1	0.457866618964773	1	0.2
GO:0000315	organellar large ribosomal subunit	CC	5	1	0.457866618964773	1	0.2
GO:0005762	mitochondrial large ribosomal subunit	CC	5	1	0.457866618964773	1	0.2
GO:0032593	insulin-responsive compartment	CC	5	1	0.457866618964773	1	0.2
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	CC	5	1	0.457866618964773	1	0.2
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	CC	5	1	0.457866618964773	1	0.2
GO:0033180	proton-transporting V-type ATPase, V1 domain	CC	5	1	0.457866618964773	1	0.2
GO:0033162	melanosome membrane	CC	5	1	0.457866618964773	1	0.2
GO:0045009	chitosome	CC	5	1	0.457866618964773	1	0.2
GO:0090741	pigment granule membrane	CC	5	1	0.457866618964773	1	0.2
GO:0000800	lateral element	CC	5	1	0.457866618964773	1	0.2
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	CC	5	1	0.457866618964773	1	0.2
GO:0098684	photoreceptor ribbon synapse	CC	5	1	0.457866618964773	1	0.2
GO:1990635	proximal dendrite	CC	5	1	0.457866618964773	1	0.2
GO:0031672	A band	CC	5	1	0.457866618964773	1	0.2
GO:0160111	axonemal A tubule inner sheath	CC	5	1	0.457866618964773	1	0.2
GO:0016885	ligase activity, forming carbon-carbon bonds	MF	5	1	0.457866618964773	1	0.2
GO:0015373	monoatomic anion:sodium symporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0005295	neutral L-amino acid:sodium symporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0097001	ceramide binding	MF	5	1	0.457866618964773	1	0.2
GO:0030020	extracellular matrix structural constituent conferring tensile strength	MF	5	1	0.457866618964773	1	0.2
GO:0140103	catalytic activity, acting on a glycoprotein	MF	5	1	0.457866618964773	1	0.2
GO:1990763	arrestin family protein binding	MF	5	1	0.457866618964773	1	0.2
GO:0016846	carbon-sulfur lyase activity	MF	5	1	0.457866618964773	1	0.2
GO:0099507	ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	MF	5	1	0.457866618964773	1	0.2
GO:0004016	adenylate cyclase activity	MF	5	1	0.457866618964773	1	0.2
GO:0008179	adenylate cyclase binding	MF	5	1	0.457866618964773	1	0.2
GO:0035374	chondroitin sulfate binding	MF	5	1	0.457866618964773	1	0.2
GO:0004550	nucleoside diphosphate kinase activity	MF	5	1	0.457866618964773	1	0.2
GO:0004529	DNA exonuclease activity	MF	5	1	0.457866618964773	1	0.2
GO:0016895	DNA exonuclease activity, producing 5'-phosphomonoesters	MF	5	1	0.457866618964773	1	0.2
GO:0005391	P-type sodium:potassium-exchanging transporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0008554	P-type sodium transporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0008556	P-type potassium transmembrane transporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0005165	neurotrophin receptor binding	MF	5	1	0.457866618964773	1	0.2
GO:0070700	BMP receptor binding	MF	5	1	0.457866618964773	1	0.2
GO:0010851	cyclase regulator activity	MF	5	1	0.457866618964773	1	0.2
GO:0019855	calcium channel inhibitor activity	MF	5	1	0.457866618964773	1	0.2
GO:0005044	scavenger receptor activity	MF	5	1	0.457866618964773	1	0.2
GO:0001882	nucleoside binding	MF	5	1	0.457866618964773	1	0.2
GO:0005227	calcium-activated cation channel activity	MF	5	1	0.457866618964773	1	0.2
GO:0019706	protein-cysteine S-palmitoyltransferase activity	MF	5	1	0.457866618964773	1	0.2
GO:0019707	protein-cysteine S-acyltransferase activity	MF	5	1	0.457866618964773	1	0.2
GO:0008327	methyl-CpG binding	MF	5	1	0.457866618964773	1	0.2
GO:0015173	aromatic amino acid transmembrane transporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0003711	transcription elongation factor activity	MF	5	1	0.457866618964773	1	0.2
GO:0070097	delta-catenin binding	MF	5	1	0.457866618964773	1	0.2
GO:0015385	sodium:proton antiporter activity	MF	5	1	0.457866618964773	1	0.2
GO:0051051	negative regulation of transport	BP	141	17	0.459687102014993	1	0.120567375886525
GO:0140029	exocytic process	BP	30	4	0.460077899296375	1	0.133333333333333
GO:0003170	heart valve development	BP	30	4	0.460077899296375	1	0.133333333333333
GO:0046651	lymphocyte proliferation	BP	64	8	0.460198871880189	1	0.125
GO:0016247	channel regulator activity	MF	64	8	0.460198871880189	1	0.125
GO:1903034	regulation of response to wounding	BP	47	6	0.460920569283578	1	0.127659574468085
GO:0006810	transport	BP	1118	130	0.466380858425898	1	0.116279069767442
GO:0016757	glycosyltransferase activity	MF	73	9	0.468150497135026	1	0.123287671232877
GO:0042383	sarcolemma	CC	56	7	0.470408573659455	1	0.125
GO:0034763	negative regulation of transmembrane transport	BP	39	5	0.472518486361321	1	0.128205128205128
GO:0003333	amino acid transmembrane transport	BP	39	5	0.472518486361321	1	0.128205128205128
GO:0060291	long-term synaptic potentiation	BP	39	5	0.472518486361321	1	0.128205128205128
GO:0061387	regulation of extent of cell growth	BP	39	5	0.472518486361321	1	0.128205128205128
GO:0005930	axoneme	CC	39	5	0.472518486361321	1	0.128205128205128
GO:0097014	ciliary plasm	CC	39	5	0.472518486361321	1	0.128205128205128
GO:0008194	UDP-glycosyltransferase activity	MF	39	5	0.472518486361321	1	0.128205128205128
GO:0051926	negative regulation of calcium ion transport	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0050435	amyloid-beta metabolic process	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0010828	positive regulation of D-glucose transmembrane transport	BP	22	3	0.473536261930086	1	0.136363636363636
GO:1990089	response to nerve growth factor	BP	22	3	0.473536261930086	1	0.136363636363636
GO:1990090	cellular response to nerve growth factor stimulus	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0007215	glutamate receptor signaling pathway	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0046530	photoreceptor cell differentiation	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0046850	regulation of bone remodeling	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0150052	regulation of postsynapse assembly	BP	22	3	0.473536261930086	1	0.136363636363636
GO:0009410	response to xenobiotic stimulus	BP	108	13	0.477860119986592	1	0.12037037037037
GO:0099111	microtubule-based transport	BP	65	8	0.478330569941877	1	0.123076923076923
GO:0032943	mononuclear cell proliferation	BP	65	8	0.478330569941877	1	0.123076923076923
GO:0007411	axon guidance	BP	91	11	0.481260904706731	1	0.120879120879121
GO:0097485	neuron projection guidance	BP	91	11	0.481260904706731	1	0.120879120879121
GO:0023051	regulation of signaling	BP	991	115	0.481386416925916	1	0.116044399596367
GO:0003407	neural retina development	BP	31	4	0.486429596879025	1	0.129032258064516
GO:0010660	regulation of muscle cell apoptotic process	BP	31	4	0.486429596879025	1	0.129032258064516
GO:0030665	clathrin-coated vesicle membrane	CC	31	4	0.486429596879025	1	0.129032258064516
GO:0042578	phosphoric ester hydrolase activity	MF	100	12	0.486821628111755	1	0.12
GO:0051495	positive regulation of cytoskeleton organization	BP	57	7	0.489767557531451	1	0.12280701754386
GO:0070374	positive regulation of ERK1 and ERK2 cascade	BP	57	7	0.489767557531451	1	0.12280701754386
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	MF	83	10	0.491143341251182	1	0.120481927710843
GO:0097720	calcineurin-mediated signaling	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0046605	regulation of centrosome cycle	BP	14	2	0.49150025045174	1	0.142857142857143
GO:1903170	negative regulation of calcium ion transmembrane transport	BP	14	2	0.49150025045174	1	0.142857142857143
GO:1900744	regulation of p38MAPK cascade	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0032881	regulation of polysaccharide metabolic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0085029	extracellular matrix assembly	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0031297	replication fork processing	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0060292	long-term synaptic depression	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0051646	mitochondrion localization	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0003351	epithelial cilium movement involved in extracellular fluid movement	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0006749	glutathione metabolic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0045103	intermediate filament-based process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0045104	intermediate filament cytoskeleton organization	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0014904	myotube cell development	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0045540	regulation of cholesterol biosynthetic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0106118	regulation of sterol biosynthetic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0035794	positive regulation of mitochondrial membrane permeability	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0097345	mitochondrial outer membrane permeabilization	BP	14	2	0.49150025045174	1	0.142857142857143
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	BP	14	2	0.49150025045174	1	0.142857142857143
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0050818	regulation of coagulation	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0003176	aortic valve development	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0003338	metanephros morphogenesis	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0099500	vesicle fusion to plasma membrane	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0051150	regulation of smooth muscle cell differentiation	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0032252	secretory granule localization	BP	14	2	0.49150025045174	1	0.142857142857143
GO:0005876	spindle microtubule	CC	14	2	0.49150025045174	1	0.142857142857143
GO:0005637	nuclear inner membrane	CC	14	2	0.49150025045174	1	0.142857142857143
GO:0030140	trans-Golgi network transport vesicle	CC	14	2	0.49150025045174	1	0.142857142857143
GO:0017080	sodium channel regulator activity	MF	14	2	0.49150025045174	1	0.142857142857143
GO:0004520	DNA endonuclease activity	MF	14	2	0.49150025045174	1	0.142857142857143
GO:0015026	coreceptor activity	MF	14	2	0.49150025045174	1	0.142857142857143
GO:0000070	mitotic sister chromatid segregation	BP	40	5	0.495644631500056	1	0.125
GO:0051384	response to glucocorticoid	BP	40	5	0.495644631500056	1	0.125
GO:0031594	neuromuscular junction	CC	40	5	0.495644631500056	1	0.125
GO:0051017	actin filament bundle assembly	BP	66	8	0.49631231727508	1	0.121212121212121
GO:0046890	regulation of lipid biosynthetic process	BP	66	8	0.49631231727508	1	0.121212121212121
GO:0050770	regulation of axonogenesis	BP	66	8	0.49631231727508	1	0.121212121212121
GO:0051259	protein complex oligomerization	BP	75	9	0.502009895145401	1	0.12
GO:0051222	positive regulation of protein transport	BP	75	9	0.502009895145401	1	0.12
GO:0070661	leukocyte proliferation	BP	75	9	0.502009895145401	1	0.12
GO:0030278	regulation of ossification	BP	49	6	0.502888963616553	1	0.122448979591837
GO:0042987	amyloid precursor protein catabolic process	BP	23	3	0.504164124995829	1	0.130434782608696
GO:0051055	negative regulation of lipid biosynthetic process	BP	23	3	0.504164124995829	1	0.130434782608696
GO:2000630	positive regulation of miRNA metabolic process	BP	23	3	0.504164124995829	1	0.130434782608696
GO:0032612	interleukin-1 production	BP	23	3	0.504164124995829	1	0.130434782608696
GO:0032652	regulation of interleukin-1 production	BP	23	3	0.504164124995829	1	0.130434782608696
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	BP	23	3	0.504164124995829	1	0.130434782608696
GO:0001217	DNA-binding transcription repressor activity	MF	84	10	0.507074926443148	1	0.119047619047619
GO:0031901	early endosome membrane	CC	58	7	0.508913906910106	1	0.120689655172414
GO:0030833	regulation of actin filament polymerization	BP	32	4	0.512246854734276	1	0.125
GO:0048168	regulation of neuronal synaptic plasticity	BP	32	4	0.512246854734276	1	0.125
GO:0010657	muscle cell apoptotic process	BP	32	4	0.512246854734276	1	0.125
GO:0048661	positive regulation of smooth muscle cell proliferation	BP	32	4	0.512246854734276	1	0.125
GO:0030516	regulation of axon extension	BP	32	4	0.512246854734276	1	0.125
GO:0061572	actin filament bundle organization	BP	67	8	0.514112249576297	1	0.119402985074627
GO:1901681	sulfur compound binding	MF	67	8	0.514112249576297	1	0.119402985074627
GO:1904659	D-glucose transmembrane transport	BP	41	5	0.518382743816407	1	0.121951219512195
GO:0010884	positive regulation of lipid storage	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0080144	intracellular amino acid homeostasis	BP	6	1	0.520390964088883	1	0.166666666666667
GO:2001135	regulation of endocytic recycling	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1904776	regulation of protein localization to cell cortex	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0006007	glucose catabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0036297	interstrand cross-link repair	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0006353	DNA-templated transcription termination	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0038180	nerve growth factor signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1903278	positive regulation of sodium ion export across plasma membrane	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0046037	GMP metabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0016266	protein O-linked glycosylation via N-acetyl-galactosamine	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0048311	mitochondrion distribution	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1901077	regulation of relaxation of muscle	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0042921	nuclear receptor-mediated glucocorticoid signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0034260	negative regulation of GTPase activity	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0071361	cellular response to ethanol	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0032400	melanosome localization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0051875	pigment granule localization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0098976	excitatory chemical synaptic transmission	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0099527	postsynapse to nucleus signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0150011	regulation of neuron projection arborization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0032528	microvillus organization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0060142	regulation of syncytium formation by plasma membrane fusion	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0033762	response to glucagon	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0141163	positive regulation of cAMP/PKA signal transduction	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010524	positive regulation of calcium ion transport into cytosol	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0006144	purine nucleobase metabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0009170	purine deoxyribonucleoside monophosphate metabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010663	positive regulation of striated muscle cell apoptotic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010666	positive regulation of cardiac muscle cell apoptotic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0090280	positive regulation of calcium ion import	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0016264	gap junction assembly	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0046164	alcohol catabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0001967	suckling behavior	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0032692	negative regulation of interleukin-1 production	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0034114	regulation of heterotypic cell-cell adhesion	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0097113	AMPA glutamate receptor clustering	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0090660	cerebrospinal fluid circulation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0009072	aromatic amino acid metabolic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0021694	cerebellar Purkinje cell layer formation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0034755	iron ion transmembrane transport	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0050829	defense response to Gram-negative bacterium	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0030540	female genitalia development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0001502	cartilage condensation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0098743	cell aggregation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0043586	tongue development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0045843	negative regulation of striated muscle tissue development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0060134	prepulse inhibition	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0051782	negative regulation of cell division	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0001759	organ induction	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0006704	glucocorticoid biosynthetic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0031946	regulation of glucocorticoid biosynthetic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0035303	regulation of dephosphorylation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0048711	positive regulation of astrocyte differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0090030	regulation of steroid hormone biosynthetic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1905208	negative regulation of cardiocyte differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:2000725	regulation of cardiac muscle cell differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:2000726	negative regulation of cardiac muscle cell differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0072017	distal tubule development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010517	regulation of phospholipase activity	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0010518	positive regulation of phospholipase activity	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0001773	myeloid dendritic cell activation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0046827	positive regulation of protein export from nucleus	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0045780	positive regulation of bone resorption	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0031954	positive regulation of protein autophosphorylation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0099151	regulation of postsynaptic density assembly	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0030262	apoptotic nuclear changes	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0030213	hyaluronan biosynthetic process	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0060644	mammary gland epithelial cell differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0061517	macrophage proliferation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1905523	positive regulation of macrophage migration	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0038007	netrin-activated signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0009954	proximal/distal pattern formation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0072070	loop of Henle development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0031632	positive regulation of synaptic vesicle fusion to presynaptic active zone membrane	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0061669	spontaneous neurotransmitter secretion	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0099502	calcium-dependent activation of synaptic vesicle fusion	BP	6	1	0.520390964088883	1	0.166666666666667
GO:1901634	positive regulation of synaptic vesicle membrane organization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0032354	response to follicle-stimulating hormone	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0071372	cellular response to follicle-stimulating hormone stimulus	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0072176	nephric duct development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0048671	negative regulation of collateral sprouting	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0048755	branching morphogenesis of a nerve	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0042474	middle ear morphogenesis	BP	6	1	0.520390964088883	1	0.166666666666667
GO:2000052	positive regulation of non-canonical Wnt signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0035733	hepatic stellate cell activation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0061549	sympathetic ganglion development	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0050884	neuromuscular process controlling posture	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0043031	negative regulation of macrophage activation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0050975	sensory perception of touch	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0060788	ectodermal placode formation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0071697	ectodermal placode morphogenesis	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0097400	interleukin-17-mediated signaling pathway	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0140059	dendrite arborization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0048015	phosphatidylinositol-mediated signaling	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0099011	neuronal dense core vesicle exocytosis	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0070166	enamel mineralization	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0060575	intestinal epithelial cell differentiation	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0006828	manganese ion transport	BP	6	1	0.520390964088883	1	0.166666666666667
GO:0031616	spindle pole centrosome	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0000313	organellar ribosome	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0005761	mitochondrial ribosome	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0002080	acrosomal membrane	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0098845	postsynaptic endosome	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0016327	apicolateral plasma membrane	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0098833	presynaptic endocytic zone	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0060198	clathrin-sculpted vesicle	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0150053	cerebellar climbing fiber to Purkinje cell synapse	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0044224	juxtaparanode region of axon	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0030673	axolemma	CC	6	1	0.520390964088883	1	0.166666666666667
GO:0070566	adenylyltransferase activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0016881	acid-amino acid ligase activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0000400	four-way junction DNA binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0015295	solute:proton symporter activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0005104	fibroblast growth factor receptor binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0008175	tRNA methyltransferase activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0030275	LRR domain binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0009975	cyclase activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0036122	BMP binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0032794	GTPase activating protein binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0005123	death receptor binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0070696	transmembrane receptor protein serine/threonine kinase binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0042608	T cell receptor binding	MF	6	1	0.520390964088883	1	0.166666666666667
GO:0005521	lamin binding	MF	6	1	0.520390964088883	1	0.166666666666667
