Term	Ont	N	DE	P.DE	FDR	ratio
GO:0006955	immune response	BP	1342	95	2.88943615715091e-66	6.14120760840854e-62	0.0707898658718331
GO:0006952	defense response	BP	1420	91	8.4924461103067e-59	9.02492248142292e-55	0.0640845070422535
GO:0002376	immune system process	BP	2060	100	5.95444027857056e-55	4.21852245602462e-51	0.0485436893203883
GO:0009605	response to external stimulus	BP	1940	97	7.79550772771241e-54	4.14214303111999e-50	0.05
GO:0051707	response to other organism	BP	1256	83	2.30477034696555e-53	9.28128329773965e-50	0.0660828025477707
GO:0043207	response to external biotic stimulus	BP	1258	83	2.6201044408788e-53	9.28128329773965e-50	0.0659777424483307
GO:0009607	response to biotic stimulus	BP	1296	83	2.87204294794114e-52	8.72034297364871e-49	0.0640432098765432
GO:0044419	biological process involved in interspecies interaction between organisms	BP	1364	84	1.12089864778973e-51	2.97794748251536e-48	0.06158357771261
GO:0098542	defense response to other organism	BP	858	69	2.03819831496934e-48	4.81331855403983e-45	0.0804195804195804
GO:0140546	defense response to symbiont	BP	843	66	2.94630274531147e-45	6.262071854885e-42	0.0782918149466192
GO:0045087	innate immune response	BP	809	63	8.74610879124304e-43	1.689907238628e-39	0.0778739184177998
GO:0050776	regulation of immune response	BP	776	59	3.69895606215252e-39	6.55146767874915e-36	0.0760309278350515
GO:0002682	regulation of immune system process	BP	1294	68	1.28446146278919e-35	2.09999568693242e-32	0.0525502318392581
GO:0034097	response to cytokine	BP	856	55	2.06813486709482e-32	3.13972417608809e-29	0.0642523364485981
GO:1901652	response to peptide	BP	874	55	6.06240999887652e-32	8.59003080774144e-29	0.062929061784897
GO:0006950	response to stress	BP	3371	96	2.0039003509893e-31	2.66193112874542e-28	0.0284781963808959
GO:0050896	response to stimulus	BP	6847	128	3.17933504772135e-30	3.97491688848645e-27	0.0186943186797137
GO:0050778	positive regulation of immune response	BP	634	47	4.25483302161461e-30	5.02401228007761e-27	0.0741324921135647
GO:0002684	positive regulation of immune system process	BP	913	54	5.98918375272797e-30	6.69969007792002e-27	0.0591456736035049
GO:0071345	cellular response to cytokine stimulus	BP	765	48	1.67615610224361e-27	1.78125108985429e-24	0.0627450980392157
GO:0009617	response to bacterium	BP	548	42	2.54079349422563e-27	2.57152499648912e-24	0.0766423357664234
GO:0002250	adaptive immune response	BP	335	35	3.13233394223752e-27	3.02611934583255e-24	0.104477611940299
GO:0006954	inflammatory response	BP	675	45	8.70350822341672e-27	8.04279842523909e-24	0.0666666666666667
GO:0048002	antigen processing and presentation of peptide antigen	BP	53	19	5.81608655889622e-26	5.15062932178251e-23	0.358490566037736
GO:0019882	antigen processing and presentation	BP	93	22	2.25925153321989e-25	1.92072528348222e-22	0.236559139784946
GO:0002252	immune effector process	BP	478	38	3.21621666040265e-25	2.62913341923838e-22	0.0794979079497908
GO:0002443	leukocyte mediated immunity	BP	301	32	3.99396546076654e-25	3.14399044085674e-22	0.106312292358804
GO:0031347	regulation of defense response	BP	723	43	1.45894794342448e-23	1.10744569962657e-20	0.0594744121715076
GO:0009897	external side of plasma membrane	CC	291	30	3.61778475310555e-23	2.65146197043122e-20	0.103092783505155
GO:0019884	antigen processing and presentation of exogenous antigen	BP	31	15	3.76499051118865e-23	2.66737027749345e-20	0.483870967741935
GO:0002478	antigen processing and presentation of exogenous peptide antigen	BP	25	14	6.96308275040774e-23	4.77397937990858e-20	0.56
GO:0045321	leukocyte activation	BP	789	43	4.4932715139144e-22	2.98437477364802e-19	0.0544993662864385
GO:0001775	cell activation	BP	902	45	1.34745633283276e-21	8.67843542364469e-19	0.0498891352549889
GO:0002449	lymphocyte mediated immunity	BP	223	26	1.65149829279179e-21	1.03238072691167e-18	0.116591928251121
GO:0032101	regulation of response to external stimulus	BP	938	45	6.46419225417208e-21	3.92542691914781e-18	0.0479744136460554
GO:0098552	side of membrane	CC	563	36	1.1305522970672e-20	6.67465514496286e-18	0.063943161634103
GO:0002697	regulation of immune effector process	BP	297	28	1.39095571395689e-20	7.99010074174046e-18	0.0942760942760943
GO:0001817	regulation of cytokine production	BP	648	38	1.57978150908974e-20	8.77052667028005e-18	0.058641975308642
GO:0002703	regulation of leukocyte mediated immunity	BP	194	24	1.60934666482037e-20	8.77052667028005e-18	0.123711340206186
GO:0001816	cytokine production	BP	655	38	2.29198055365328e-20	1.21601082754509e-17	0.0580152671755725
GO:0042221	response to chemical	BP	3063	78	2.34574404485502e-20	1.21601082754509e-17	0.0254652301665034
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	250	26	3.12917964861507e-20	1.58351391075392e-17	0.104
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	BP	36	14	5.44194028398292e-20	2.68983718129705e-17	0.388888888888889
GO:0001906	cell killing	BP	159	22	5.93320355679632e-20	2.86600700900339e-17	0.138364779874214
GO:0002764	immune response-regulating signaling pathway	BP	449	32	8.95130753922657e-20	4.22780200974937e-17	0.0712694877505568
GO:0048584	positive regulation of response to stimulus	BP	2075	63	1.97809840437569e-19	9.13967467100018e-17	0.0303614457831325
GO:0009986	cell surface	CC	753	39	3.52244017446988e-19	1.59289241421666e-16	0.051792828685259
GO:0009615	response to virus	BP	342	28	6.20885753329071e-19	2.74923037526168e-16	0.0818713450292398
GO:0051607	defense response to virus	BP	263	25	1.59725448341295e-18	6.92817281437933e-16	0.0950570342205323
GO:0032103	positive regulation of response to external stimulus	BP	580	34	2.41280716218581e-18	1.02563606850194e-15	0.0586206896551724
GO:0001909	leukocyte mediated cytotoxicity	BP	105	18	3.21786184876941e-18	1.34102815164206e-15	0.171428571428571
GO:0031349	positive regulation of defense response	BP	475	31	4.62154526835328e-18	1.88896775256886e-15	0.0652631578947368
GO:0002831	regulation of response to biotic stimulus	BP	515	32	5.2086065055308e-18	2.08874948431229e-15	0.0621359223300971
GO:0034341	response to type II interferon	BP	128	19	6.03675013866797e-18	2.31197899209698e-15	0.1484375
GO:0019221	cytokine-mediated signaling pathway	BP	407	29	6.0528597426603e-18	2.31197899209698e-15	0.0712530712530713
GO:0048583	regulation of response to stimulus	BP	3514	80	6.09159798425853e-18	2.31197899209698e-15	0.022766078542971
GO:0001819	positive regulation of cytokine production	BP	407	28	6.05802209958741e-17	2.25889827551984e-14	0.0687960687960688
GO:0046649	lymphocyte activation	BP	650	34	7.86877577621816e-17	2.88349931634036e-14	0.0523076923076923
GO:0002253	activation of immune response	BP	491	30	1.05866745950415e-16	3.81371494649175e-14	0.0610997963340122
GO:0080134	regulation of response to stress	BP	1272	46	1.53838790440148e-16	5.44948275335818e-14	0.0361635220125786
GO:0002274	myeloid leukocyte activation	BP	208	21	3.2156069698656e-16	1.12040181209055e-13	0.100961538461538
GO:0045088	regulation of innate immune response	BP	438	28	4.03382151150046e-16	1.38282003879727e-13	0.0639269406392694
GO:0042611	MHC protein complex	CC	20	10	5.58285476486977e-16	1.883460240834e-13	0.5
GO:0035456	response to interferon-beta	BP	65	14	6.96972989848827e-16	2.31460373847609e-13	0.215384615384615
GO:0002819	regulation of adaptive immune response	BP	171	19	1.53717090957488e-15	5.02631238647762e-13	0.111111111111111
GO:0042742	defense response to bacterium	BP	200	20	2.07524498478263e-15	6.68291771311667e-13	0.1
GO:0035458	cellular response to interferon-beta	BP	56	13	2.73486373371197e-15	8.67564086512153e-13	0.232142857142857
GO:0042605	peptide antigen binding	MF	24	10	5.74343043992118e-15	1.79515986132477e-12	0.416666666666667
GO:0002705	positive regulation of leukocyte mediated immunity	BP	115	16	8.14912950242718e-15	2.51016809339981e-12	0.139130434782609
GO:0002699	positive regulation of immune effector process	BP	188	19	8.99899854649127e-15	2.73235307295894e-12	0.101063829787234
GO:0042110	T cell activation	BP	468	27	1.79740824377355e-14	5.38057955114972e-12	0.0576923076923077
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	BP	12	8	2.07772235394246e-14	6.13332095981849e-12	0.666666666666667
GO:0002757	immune response-activating signaling pathway	BP	433	26	2.28673270959451e-14	6.65783794653723e-12	0.0600461893764434
GO:0002706	regulation of lymphocyte mediated immunity	BP	146	17	2.35732292372751e-14	6.77061370552762e-12	0.116438356164384
GO:0071346	cellular response to type II interferon	BP	103	15	2.91764187752638e-14	8.26820806199275e-12	0.145631067961165
GO:0007159	leukocyte cell-cell adhesion	BP	328	23	3.23813174228722e-14	9.05569105928585e-12	0.0701219512195122
GO:0032640	tumor necrosis factor production	BP	151	17	4.15588419626996e-14	1.13242516291694e-11	0.112582781456954
GO:0032680	regulation of tumor necrosis factor production	BP	151	17	4.15588419626996e-14	1.13242516291694e-11	0.112582781456954
GO:0071706	tumor necrosis factor superfamily cytokine production	BP	153	17	5.18307277790423e-14	1.37701286026971e-11	0.111111111111111
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	BP	153	17	5.18307277790423e-14	1.37701286026971e-11	0.111111111111111
GO:0002366	leukocyte activation involved in immune response	BP	238	20	5.90996809242181e-14	1.55074644242387e-11	0.0840336134453782
GO:0050727	regulation of inflammatory response	BP	306	22	7.41090031370212e-14	1.92086921057835e-11	0.0718954248366013
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	157	17	7.98441592951726e-14	2.04458766465012e-11	0.10828025477707
GO:0002263	cell activation involved in immune response	BP	242	20	8.11119154164447e-14	2.05232458364418e-11	0.0826446280991736
GO:0060759	regulation of response to cytokine stimulus	BP	161	17	1.21494621231547e-13	3.0379372701827e-11	0.105590062111801
GO:0042832	defense response to protozoan	BP	31	10	1.22946646816893e-13	3.03849771098402e-11	0.32258064516129
GO:0007165	signal transduction	BP	4520	84	1.48867088379069e-13	3.63680585794106e-11	0.0185840707964602
GO:0003823	antigen binding	MF	44	11	1.66215363015042e-13	4.01447877900195e-11	0.25
GO:0002768	immune response-regulating cell surface receptor signaling pathway	BP	252	20	1.74478421821091e-13	4.16670154762411e-11	0.0793650793650794
GO:0001562	response to protozoan	BP	32	10	1.77434907529772e-13	4.1902239162642e-11	0.3125
GO:0045089	positive regulation of innate immune response	BP	366	23	3.28502527277924e-13	7.67251946677472e-11	0.0628415300546448
GO:0051240	positive regulation of multicellular organismal process	BP	1501	45	3.44821179820676e-13	7.96611886511809e-11	0.0299800133244504
GO:0045335	phagocytic vesicle	CC	122	15	3.79333852365553e-13	8.66920612707254e-11	0.122950819672131
GO:0001959	regulation of cytokine-mediated signaling pathway	BP	151	16	6.29964671945504e-13	1.42439033377976e-10	0.105960264900662
GO:0002833	positive regulation of response to biotic stimulus	BP	387	23	1.05093086014253e-12	2.35120889489151e-10	0.0594315245478036
GO:0002521	leukocyte differentiation	BP	561	27	1.36501218223177e-12	3.02208009595354e-10	0.0481283422459893
GO:0002821	positive regulation of adaptive immune response	BP	110	14	1.47628470053311e-12	3.23473763145678e-10	0.127272727272727
GO:0042608	T cell receptor binding	MF	18	8	1.75294889650835e-12	3.80175263738658e-10	0.444444444444444
GO:0001910	regulation of leukocyte mediated cytotoxicity	BP	71	12	1.92967688109614e-12	4.14276287179974e-10	0.169014084507042
GO:1903131	mononuclear cell differentiation	BP	449	24	3.11040683168336e-12	6.61085868005982e-10	0.0534521158129176
GO:0071621	granulocyte chemotaxis	BP	94	13	3.23597963264782e-12	6.80965456557394e-10	0.138297872340426
GO:0038094	Fc-gamma receptor signaling pathway	BP	12	7	3.75654191410993e-12	7.82760214142083e-10	0.583333333333333
GO:0051239	regulation of multicellular organismal process	BP	2611	59	3.88413088956716e-12	8.01488523561752e-10	0.0225967062428188
GO:0050900	leukocyte migration	BP	298	20	3.95938846289544e-12	8.09161946061344e-10	0.0671140939597315
GO:0050865	regulation of cell activation	BP	501	25	4.70542012425416e-12	9.52466660199028e-10	0.0499001996007984
GO:0032760	positive regulation of tumor necrosis factor production	BP	97	13	4.89084713605799e-12	9.80660990846949e-10	0.134020618556701
GO:0070661	leukocyte proliferation	BP	267	19	5.10844868942674e-12	1.01471933126239e-09	0.0711610486891386
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	BP	98	13	5.59481140139011e-12	1.10103816226987e-09	0.13265306122449
GO:0042119	neutrophil activation	BP	31	9	6.40902144055114e-12	1.24970038254563e-09	0.290322580645161
GO:0005102	signaling receptor binding	MF	1074	36	6.60345409564967e-12	1.27590739408126e-09	0.0335195530726257
GO:0032943	mononuclear cell proliferation	BP	239	18	7.47656218132835e-12	1.43159326668426e-09	0.0753138075313808
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	101	13	8.2989653433124e-12	1.57487686970323e-09	0.128712871287129
GO:0023052	signaling	BP	4944	85	9.67256531205461e-12	1.8132882913404e-09	0.0171925566343042
GO:0002218	activation of innate immune response	BP	313	20	9.7259276001132e-12	1.8132882913404e-09	0.0638977635782748
GO:1903039	positive regulation of leukocyte cell-cell adhesion	BP	212	17	1.09179593998667e-11	2.01782877465015e-09	0.080188679245283
GO:0051249	regulation of lymphocyte activation	BP	393	22	1.11757877073722e-11	2.04767406838351e-09	0.0559796437659033
GO:0031341	regulation of cell killing	BP	82	12	1.14543373447487e-11	2.08077338397683e-09	0.146341463414634
GO:0007154	cell communication	BP	4982	85	1.5192386939632e-11	2.73643213571982e-09	0.0170614211160177
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	BP	48	10	1.58689260075562e-11	2.76978917808469e-09	0.208333333333333
GO:0038023	signaling receptor activity	MF	723	29	1.60228671714972e-11	2.76978917808469e-09	0.0401106500691563
GO:0060089	molecular transducer activity	MF	723	29	1.60228671714972e-11	2.76978917808469e-09	0.0401106500691563
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	BP	14	7	1.60291742215308e-11	2.76978917808469e-09	0.5
GO:0038093	Fc receptor signaling pathway	BP	14	7	1.60291742215308e-11	2.76978917808469e-09	0.5
GO:0030097	hemopoiesis	BP	885	32	1.80316830106894e-11	3.09068863475155e-09	0.0361581920903955
GO:0007166	cell surface receptor signaling pathway	BP	2324	54	1.83504833104878e-11	3.12016937824886e-09	0.0232358003442341
GO:0031343	positive regulation of cell killing	BP	50	10	2.45346719715681e-11	4.13857077844214e-09	0.2
GO:0006909	phagocytosis	BP	192	16	2.56023453028021e-11	4.28466336272248e-09	0.0833333333333333
GO:0002694	regulation of leukocyte activation	BP	453	23	2.6266665616179e-11	4.36149774223647e-09	0.0507726269315673
GO:1903037	regulation of leukocyte cell-cell adhesion	BP	294	19	2.74995694368414e-11	4.53082053341572e-09	0.0646258503401361
GO:0042824	MHC class I peptide loading complex	CC	15	7	2.98238127735619e-11	4.87596397453296e-09	0.466666666666667
GO:0070663	regulation of leukocyte proliferation	BP	196	16	3.49835129880042e-11	5.67587469501558e-09	0.0816326530612245
GO:0097530	granulocyte migration	BP	114	13	3.97957630705847e-11	6.40772082047127e-09	0.114035087719298
GO:0019864	IgG binding	MF	9	6	4.57445411449624e-11	7.31018404131602e-09	0.666666666666667
GO:0036230	granulocyte activation	BP	38	9	4.90632057839597e-11	7.78201026665881e-09	0.236842105263158
GO:0046651	lymphocyte proliferation	BP	235	17	5.61823257723244e-11	8.84517890344432e-09	0.0723404255319149
GO:0002683	negative regulation of immune system process	BP	429	22	6.14273219887495e-11	9.59982574668296e-09	0.0512820512820513
GO:0019763	immunoglobulin receptor activity	MF	5	5	6.25186569358241e-11	9.69906229572267e-09	1
GO:0005615	extracellular space	CC	930	32	6.51544855944507e-11	1.00347350494526e-08	0.0344086021505376
GO:0060326	cell chemotaxis	BP	242	17	8.91822364258082e-11	1.3636541388447e-08	0.0702479338842975
GO:0002708	positive regulation of lymphocyte mediated immunity	BP	98	12	9.90532222406298e-11	1.50376941821596e-08	0.122448979591837
GO:0032944	regulation of mononuclear cell proliferation	BP	179	15	1.02467516015427e-10	1.54457062793751e-08	0.0837988826815642
GO:0098797	plasma membrane protein complex	CC	487	23	1.11494678129657e-10	1.65642022637513e-08	0.0472279260780287
GO:0002456	T cell mediated immunity	BP	99	12	1.11834324898685e-10	1.65642022637513e-08	0.121212121212121
GO:0032398	MHC class Ib protein complex	CC	10	6	1.13494319831944e-10	1.65642022637513e-08	0.6
GO:0042610	CD8 receptor binding	MF	10	6	1.13494319831944e-10	1.65642022637513e-08	0.6
GO:0030139	endocytic vesicle	CC	212	16	1.1378439496131e-10	1.65642022637513e-08	0.0754716981132075
GO:0002758	innate immune response-activating signaling pathway	BP	284	18	1.30877075921448e-10	1.89228664737037e-08	0.0633802816901408
GO:0071216	cellular response to biotic stimulus	BP	217	16	1.61091772925944e-10	2.31340847416758e-08	0.0737327188940092
GO:0001913	T cell mediated cytotoxicity	BP	43	9	1.63224637237076e-10	2.32830633546095e-08	0.209302325581395
GO:0050729	positive regulation of inflammatory response	BP	129	13	1.92205619987189e-10	2.72342549813848e-08	0.10077519379845
GO:0051716	cellular response to stimulus	BP	5711	90	1.9433780230112e-10	2.73540109278675e-08	0.0157590614603397
GO:0030670	phagocytic vesicle membrane	CC	61	10	1.97589727967143e-10	2.76287636724583e-08	0.163934426229508
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	BP	19	7	2.26436776915668e-10	3.14554722651347e-08	0.368421052631579
GO:0022409	positive regulation of cell-cell adhesion	BP	257	17	2.28288754955332e-10	3.15068129728613e-08	0.066147859922179
GO:0046703	natural killer cell lectin-like receptor binding	MF	11	6	2.47794688616743e-10	3.3978247173292e-08	0.545454545454545
GO:0071219	cellular response to molecule of bacterial origin	BP	192	15	2.76284739236193e-10	3.76420246649105e-08	0.078125
GO:0032479	regulation of type I interferon production	BP	133	13	2.82475042161312e-10	3.7998256620864e-08	0.0977443609022556
GO:0032606	type I interferon production	BP	133	13	2.82475042161312e-10	3.7998256620864e-08	0.0977443609022556
GO:0005886	plasma membrane	CC	4022	72	3.34629384806263e-10	4.45218924802986e-08	0.017901541521631
GO:0002444	myeloid leukocyte mediated immunity	BP	85	11	3.35160571979288e-10	4.45218924802986e-08	0.129411764705882
GO:0002483	antigen processing and presentation of endogenous peptide antigen	BP	20	7	3.4568893902108e-10	4.53535352466298e-08	0.35
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	BP	20	7	3.4568893902108e-10	4.53535352466298e-08	0.35
GO:0001794	type IIa hypersensitivity	BP	6	5	3.72326157095363e-10	4.82525618469808e-08	0.833333333333333
GO:0002445	type II hypersensitivity	BP	6	5	3.72326157095363e-10	4.82525618469808e-08	0.833333333333333
GO:0001914	regulation of T cell mediated cytotoxicity	BP	32	8	3.77901891656929e-10	4.86783442744022e-08	0.25
GO:0002285	lymphocyte activation involved in immune response	BP	166	14	4.0816382389629e-10	5.22597223680226e-08	0.0843373493975904
GO:0050777	negative regulation of immune response	BP	167	14	4.42034194585032e-10	5.6257453722816e-08	0.0838323353293413
GO:0046977	TAP binding	MF	12	6	4.91832835319374e-10	6.14906769522234e-08	0.5
GO:0046978	TAP1 binding	MF	12	6	4.91832835319374e-10	6.14906769522234e-08	0.5
GO:0046979	TAP2 binding	MF	12	6	4.91832835319374e-10	6.14906769522234e-08	0.5
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	BP	21	7	5.14551498234708e-10	6.39548394355584e-08	0.333333333333333
GO:0048525	negative regulation of viral process	BP	68	10	6.03065203717862e-10	7.45206269756945e-08	0.147058823529412
GO:0030595	leukocyte chemotaxis	BP	173	14	7.05207715172448e-10	8.66386403368509e-08	0.0809248554913295
GO:0019883	antigen processing and presentation of endogenous antigen	BP	22	7	7.48880638359575e-10	9.14753395844506e-08	0.318181818181818
GO:0097529	myeloid leukocyte migration	BP	175	14	8.20635182524296e-10	9.96673152535508e-08	0.08
GO:0022407	regulation of cell-cell adhesion	BP	403	20	8.76847439097467e-10	1.05889292446463e-07	0.0496277915632754
GO:0002221	pattern recognition receptor signaling pathway	BP	281	17	9.05580655016503e-10	1.08237905970368e-07	0.0604982206405694
GO:0002468	dendritic cell antigen processing and presentation	BP	13	6	9.06481004174535e-10	1.08237905970368e-07	0.461538461538462
GO:0030593	neutrophil chemotaxis	BP	71	10	9.35461170318571e-10	1.11074255385201e-07	0.140845070422535
GO:0050670	regulation of lymphocyte proliferation	BP	177	14	9.53070054968932e-10	1.12536394157276e-07	0.0790960451977401
GO:0016064	immunoglobulin mediated immune response	BP	94	11	1.0106323470951e-09	1.18673922127952e-07	0.117021276595745
GO:0019724	B cell mediated immunity	BP	95	11	1.13404117061051e-09	1.32433577143713e-07	0.115789473684211
GO:0042613	MHC class II protein complex	CC	7	5	1.29346524856688e-09	1.49409295614351e-07	0.714285714285714
GO:0023026	MHC class II protein complex binding	MF	7	5	1.29346524856688e-09	1.49409295614351e-07	0.714285714285714
GO:0042612	MHC class I protein complex	CC	14	6	1.57431987663929e-09	1.80868079232927e-07	0.428571428571429
GO:0050863	regulation of T cell activation	BP	292	17	1.62719391688991e-09	1.85937524245044e-07	0.0582191780821918
GO:0071222	cellular response to lipopolysaccharide	BP	186	14	1.82561872211005e-09	2.07495723634904e-07	0.0752688172043011
GO:0030099	myeloid cell differentiation	BP	423	20	2.02541338514484e-09	2.28979447275896e-07	0.0472813238770686
GO:0010628	positive regulation of gene expression	BP	1067	32	2.06692087991205e-09	2.32435642230957e-07	0.0299906279287723
GO:0051251	positive regulation of lymphocyte activation	BP	260	16	2.28569174200988e-09	2.55684696235148e-07	0.0615384615384615
GO:0050870	positive regulation of T cell activation	BP	190	14	2.40912056583211e-09	2.67137759902684e-07	0.0736842105263158
GO:0034340	response to type I interferon	BP	78	10	2.4132139786071e-09	2.67137759902684e-07	0.128205128205128
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	BP	15	6	2.60398391921643e-09	2.86762042585627e-07	0.4
GO:0016020	membrane	CC	6735	97	3.14850992716659e-09	3.44940360783499e-07	0.0144023756495917
GO:0020003	symbiont-containing vacuole	CC	8	5	3.4236328627332e-09	3.71254555431283e-07	0.625
GO:0020005	symbiont-containing vacuole membrane	CC	8	5	3.4236328627332e-09	3.71254555431283e-07	0.625
GO:0050867	positive regulation of cell activation	BP	307	17	3.47347108620592e-09	3.74746976985891e-07	0.0553745928338762
GO:0030666	endocytic vesicle membrane	CC	81	10	3.51870462296656e-09	3.7770983866935e-07	0.123456790123457
GO:0048518	positive regulation of biological process	BP	5384	84	3.56867164985277e-09	3.81148478622968e-07	0.0156017830609212
GO:0001916	positive regulation of T cell mediated cytotoxicity	BP	27	7	3.75205266018115e-09	3.9873063619745e-07	0.259259259259259
GO:0019865	immunoglobulin binding	MF	16	6	4.13480657689478e-09	4.37219795946874e-07	0.375
GO:0050789	regulation of biological process	BP	9018	116	4.30355484410263e-09	4.5281066661662e-07	0.0128631625637614
GO:0004888	transmembrane signaling receptor activity	MF	538	22	4.33794412692837e-09	4.54180613171112e-07	0.0408921933085502
GO:1903706	regulation of hemopoiesis	BP	355	18	4.68013763500797e-09	4.87606104384605e-07	0.0507042253521127
GO:0045071	negative regulation of viral genome replication	BP	43	8	4.78299326421705e-09	4.9589140896424e-07	0.186046511627907
GO:0042287	MHC protein binding	MF	28	7	4.96433847702657e-09	5.12194417430693e-07	0.25
GO:0006935	chemotaxis	BP	357	18	5.11096960199441e-09	5.24775593820237e-07	0.0504201680672269
GO:0042330	taxis	BP	358	18	5.33984522302862e-09	5.45639761395434e-07	0.0502793296089385
GO:0002888	positive regulation of myeloid leukocyte mediated immunity	BP	17	6	6.34174392407543e-09	6.44915910824398e-07	0.352941176470588
GO:0060760	positive regulation of response to cytokine stimulus	BP	64	9	6.76529117108545e-09	6.84711897858334e-07	0.140625
GO:0001788	antibody-dependent cellular cytotoxicity	BP	4	4	6.96520806696527e-09	6.98294963468301e-07	1
GO:0019770	IgG receptor activity	MF	4	4	6.96520806696527e-09	6.98294963468301e-07	1
GO:0002886	regulation of myeloid leukocyte mediated immunity	BP	45	8	7.000229460917e-09	6.98511159447559e-07	0.177777777777778
GO:0140375	immune receptor activity	MF	87	10	7.15022863749649e-09	7.10144670380142e-07	0.114942528735632
GO:0002286	T cell activation involved in immune response	BP	88	10	8.00396429410026e-09	7.91238405147939e-07	0.113636363636364
GO:0042098	T cell proliferation	BP	175	13	8.35536005536553e-09	8.22151956558977e-07	0.0742857142857143
GO:0071944	cell periphery	CC	4405	73	8.86538604471894e-09	8.68317580619615e-07	0.016572077185017
GO:0140888	interferon-mediated signaling pathway	BP	89	10	8.94674888822664e-09	8.68939192301786e-07	0.112359550561798
GO:0002696	positive regulation of leukocyte activation	BP	286	16	8.95349972306818e-09	8.68939192301786e-07	0.0559440559440559
GO:0001818	negative regulation of cytokine production	BP	248	15	9.42742396322133e-09	9.10774858701392e-07	0.0604838709677419
GO:1990266	neutrophil migration	BP	90	10	9.98653910582446e-09	9.60424896629833e-07	0.111111111111111
GO:0005576	extracellular region	CC	1339	35	1.11491162930839e-08	1.06740233195138e-06	0.0261389096340553
GO:0005126	cytokine receptor binding	MF	180	13	1.17383898965246e-08	1.1187790980302e-06	0.0722222222222222
GO:0032481	positive regulation of type I interferon production	BP	92	10	1.23919590354744e-08	1.17579775598202e-06	0.108695652173913
GO:0002475	antigen processing and presentation via MHC class Ib	BP	19	6	1.36932265574472e-08	1.29349261000881e-06	0.31578947368421
GO:0062061	TAP complex binding	MF	10	5	1.51784922096051e-08	1.42729795368219e-06	0.5
GO:0050766	positive regulation of phagocytosis	BP	70	9	1.52440310287879e-08	1.42729795368219e-06	0.128571428571429
GO:0045785	positive regulation of cell adhesion	BP	430	19	1.59161350138685e-08	1.48369093677527e-06	0.0441860465116279
GO:0002237	response to molecule of bacterial origin	BP	298	16	1.60122615223156e-08	1.4861336523812e-06	0.0536912751677852
GO:0050764	regulation of phagocytosis	BP	95	10	1.69625190976329e-08	1.56748426478735e-06	0.105263157894737
GO:0038187	pattern recognition receptor activity	MF	33	7	1.72346819095138e-08	1.58573995370046e-06	0.212121212121212
GO:0065007	biological regulation	BP	9312	117	1.8114445081235e-08	1.65950179205418e-06	0.0125644329896907
GO:0070665	positive regulation of leukocyte proliferation	BP	124	11	1.95611050050209e-08	1.78434217071551e-06	0.0887096774193548
GO:0050792	regulation of viral process	BP	125	11	2.12809065776911e-08	1.93292473676174e-06	0.088
GO:0002711	positive regulation of T cell mediated immunity	BP	52	8	2.31457660879478e-08	2.09336218056699e-06	0.153846153846154
GO:0042277	peptide binding	MF	192	13	2.54319738719943e-08	2.29038632489562e-06	0.0677083333333333
GO:0002438	acute inflammatory response to antigenic stimulus	BP	21	6	2.6973219152188e-08	2.40877647000254e-06	0.285714285714286
GO:0042288	MHC class I protein binding	MF	21	6	2.6973219152188e-08	2.40877647000254e-06	0.285714285714286
GO:0002524	hypersensitivity	BP	11	5	2.76207401437621e-08	2.44604671256466e-06	0.454545454545455
GO:0023023	MHC protein complex binding	MF	11	5	2.76207401437621e-08	2.44604671256466e-06	0.454545454545455
GO:0002709	regulation of T cell mediated immunity	BP	75	9	2.83126529887349e-08	2.496917537853e-06	0.12
GO:0098609	cell-cell adhesion	BP	763	25	2.93828463126467e-08	2.5805909732603e-06	0.0327653997378768
GO:0030545	signaling receptor regulator activity	MF	358	17	3.39586518901603e-08	2.97019418631057e-06	0.0474860335195531
GO:0044877	protein-containing complex binding	MF	1406	35	3.84165749761743e-08	3.34633559239184e-06	0.0248933143669986
GO:0002429	immune response-activating cell surface receptor signaling pathway	BP	237	14	4.06230256781808e-08	3.5240889296492e-06	0.0590717299578059
GO:0042129	regulation of T cell proliferation	BP	134	11	4.39573713958352e-08	3.79784541319952e-06	0.082089552238806
GO:0001961	positive regulation of cytokine-mediated signaling pathway	BP	58	8	5.62709285252141e-08	4.84203366346113e-06	0.137931034482759
GO:0032496	response to lipopolysaccharide	BP	288	15	6.90051143901717e-08	5.91384960180931e-06	0.0520833333333333
