direction	ligand_complex	ligand_subunits	receptor_complex	receptor_subunits	annotation	pathway_name	interaction_name	L_mean_sender	L_pct_sender	L_rn	R_mean_receiver	R_pct_receiver	R_rn	prob
Tac1+_neuron -> Cx3cr1+_immune	Sema4d	Sema4d	Plxnb2	Plxnb2	Cell-Cell Contact	SEMA4	SEMA4D_PLXNB2	0.129415825717848	0.297169811320755	0.653862941946748	0.690721922764525	0.683720930232558	0.956787429070275	0.495656471908738
Tac1+_neuron -> Cx3cr1+_immune	Efna5	Efna5	Epha5	Epha5	Cell-Cell Contact	EPHA	EFNA5_EPHA5	0.501984983190278	0.636792452830189	0.887429070274989	0.0816698411955052	0.0976744186046512	0.683762549105194	0.494579722469639
Tac1+_neuron -> Cx3cr1+_immune	Nrg1	Nrg1	ITGAV_ITGB3	Itgav;Itgb3	Secreted Signaling	NRG	NRG1_ITGAV_ITGB3	0.292872280413928	0.542452830188679	0.801222173723265	0.122628958512666	0.0976744186046512	0.739940879104673	0.494104212444158
Tac1+_neuron -> Cx3cr1+_immune	Nrxn3	Nrxn3	Nlgn1	Nlgn1	Cell-Cell Contact	NRXN	NRXN3_NLGN1	0.930854861226015	0.792452830188679	0.955041466608468	0.0640667809002805	0.0837209302325581	0.649716281099956	0.492938568284387
Tac1+_neuron -> Cx3cr1+_immune	Tgfb2	Tgfb2	TGFbR1_R2	Tgfbr1;Tgfbr2	Secreted Signaling	TGFb	TGFB2_TGFBR1_TGFBR2	0.123835669256985	0.259433962264151	0.646573548668704	0.771806492889353	0.618604651162791	0.960946347859461	0.492456298716591
Tac1+_neuron -> Cx3cr1+_immune	Cdh2	Cdh2	Cdh2	Cdh2	Cell-Cell Contact	CDH	CDH2_CDH2	0.660128064544524	0.839622641509434	0.923308598865124	0.068933704021105	0.0744186046511628	0.659493670886076	0.491009072287694
Tac1+_neuron -> Cx3cr1+_immune	Ncam1	Ncam1	L1cam	L1cam	Cell-Cell Contact	NCAM	NCAM1_L1CAM	2.17056583581386	1	0.994369271060672	0.0546819994241282	0.0790697674418605	0.628153644696639	0.488609139286196
Tac1+_neuron -> Cx3cr1+_immune	Efna3	Efna3	Epha5	Epha5	Cell-Cell Contact	EPHA	EFNA3_EPHA5	0.4250336620016	0.75	0.86534264513313	0.0816698411955052	0.0976744186046512	0.683762549105194	0.488494541717545
Tac1+_neuron -> Cx3cr1+_immune	Nampt	Nampt	Insr	Insr	Secreted Signaling	VISFATIN	NAMPT_INSR	0.294646994646625	0.636792452830189	0.80235704932344	0.104525644284246	0.153488372093023	0.721257092972501	0.486492646965562
Tac1+_neuron -> Cx3cr1+_immune	Nts	Nts	Ntsr2	Ntsr2	Secreted Signaling	NTS	NTS_NTSR2	0.29621184237299	0.174528301886792	0.803404626800524	0.10302314889038	0.0837209302325581	0.718856394587516	0.485792596770468
Tac1+_neuron -> Cx3cr1+_immune	Ncam1	Ncam1	Ncam2	Ncam2	Cell-Cell Contact	NCAM	NCAM1_NCAM2	2.17056583581386	1	0.994369271060672	0.0526881149839806	0.0511627906976744	0.622522915757311	0.485189537180758
Tac1+_neuron -> Cx3cr1+_immune	Adcyap1	Adcyap1	Adcyap1r1	Adcyap1r1	Secreted Signaling	PACAP	ADCYAP1_ADCYAP1R1	0.71984248543831	0.575471698113208	0.931645569620253	0.0620323248800627	0.0744186046511628	0.644914884329987	0.484908393414335
Tac1+_neuron -> Cx3cr1+_immune	Sema6b	Sema6b	Plxna4	Plxna4	Cell-Cell Contact	SEMA6	SEMA6B_PLXNA4	0.237508906116885	0.542452830188679	0.763814927979048	0.122172126689969	0.167441860465116	0.745438673068529	0.482811695568427
Tac1+_neuron -> Cx3cr1+_immune	Jag2	Jag2	Notch1	Notch1	Cell-Cell Contact	NOTCH	JAG2_NOTCH1	0.169653341831975	0.429245283018868	0.702051505892623	0.190777655233267	0.251162790697674	0.81601920558708	0.482369833617666
Tac1+_neuron -> Cx3cr1+_immune	Sema4a	Sema4a	NRP1_PLXNA2	Nrp1;Plxna2	Cell-Cell Contact	SEMA4	SEMA4A_NRP1_PLXNA2	0.211669069675807	0.476415094339623	0.742252291575731	0.157600131441125	0.0558139534883721	0.763526881902024	0.481417116276622
Tac1+_neuron -> Cx3cr1+_immune	Cadm3	Cadm3	Cadm3	Cadm3	Cell-Cell Contact	CADM	CADM3_CADM3	0.766909956223703	0.877358490566038	0.937887385421213	0.0572094475520591	0.0930232558139535	0.634220864251419	0.480220095687693
Tac1+_neuron -> Cx3cr1+_immune	Tgfb2	Tgfb2	ACVR1_TGFbR	Acvr1;Tgfbr1;Tgfbr2	Secreted Signaling	TGFb	TGFB2_ACVR1_TGFBR1	0.123835669256985	0.259433962264151	0.646573548668704	0.448215626260424	0.209302325581395	0.896344469300749	0.477270858175378
Tac1+_neuron -> Cx3cr1+_immune	L1cam	L1cam	L1cam	L1cam	Cell-Cell Contact	L1CAM	L1CAM_L1CAM	0.777027317234623	0.877358490566038	0.93963334788302	0.0546819994241282	0.0790697674418605	0.628153644696639	0.477065573499562
Tac1+_neuron -> Cx3cr1+_immune	Tnfsf12	Tnfsf12	Tnfrsf12a	Tnfrsf12a	Secreted Signaling	TWEAK	TNFSF12_TNFRSF12A	0.151010046672506	0.349056603773585	0.681667394151026	0.190242849347853	0.232558139534884	0.815451767786993	0.472533846634939
Tac1+_neuron -> Cx3cr1+_immune	Ncam2	Ncam2	L1cam	L1cam	Cell-Cell Contact	NCAM	NCAM2_L1CAM	0.575369519567794	0.787735849056604	0.905848974247054	0.0546819994241282	0.0790697674418605	0.628153644696639	0.469198466944792
Tac1+_neuron -> Cx3cr1+_immune	Efna2	Efna2	Epha5	Epha5	Cell-Cell Contact	EPHA	EFNA2_EPHA5	0.292389963176431	0.641509433962264	0.800960279353994	0.0816698411955052	0.0976744186046512	0.683762549105194	0.468869759467914
Tac1+_neuron -> Cx3cr1+_immune	Sema4a	Sema4a	NRP1_PLXNA3	Nrp1;Plxna3	Cell-Cell Contact	SEMA4	SEMA4A_NRP1_PLXNA3	0.211669069675807	0.476415094339623	0.742252291575731	0.126714082865595	0.0558139534883721	0.727509396048142	0.467189682832273
Tac1+_neuron -> Cx3cr1+_immune	Mdk	Mdk	ITGA4_ITGB1	Itga4;Itgb1	Secreted Signaling	MK	MDK_ITGA4_ITGB1	0.182888630775143	0.268867924528302	0.715320820602357	0.171945088658969	0.0511627906976744	0.744149041207447	0.462830131284396
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD5_LRP6	Fzd5;Lrp6	Secreted Signaling	WNT	WNT4_FZD5_LRP6	0.194086142200791	0.363207547169811	0.726975120034919	0.112172497855624	0.0930232558139535	0.730858590907876	0.462433913804091
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD5_LRP5	Fzd5;Lrp5	Secreted Signaling	WNT	WNT4_FZD5_LRP5	0.194086142200791	0.363207547169811	0.726975120034919	0.109675856629699	0.0930232558139535	0.727868328758252	0.461223239598876
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD7_LRP6	Fzd7;Lrp6	Secreted Signaling	WNT	WNT4_FZD7_LRP6	0.194086142200791	0.363207547169811	0.726975120034919	0.108355613975074	0.0930232558139535	0.725512572834868	0.460263424928631
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD7_LRP5	Fzd7;Lrp5	Secreted Signaling	WNT	WNT4_FZD7_LRP5	0.194086142200791	0.363207547169811	0.726975120034919	0.10594392574416	0.0930232558139535	0.722544183583359	0.459046380899812
Tac1+_neuron -> Cx3cr1+_immune	Jam2	Jam2	F11r	F11r	Cell-Cell Contact	JAM	JAM2_F11R	0.0810949792437859	0.160377358490566	0.584722828459188	1.17204254796018	0.837209302325581	0.980619816673941	0.458445581517817
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD3_LRP6	Fzd3;Lrp6	Secreted Signaling	WNT	WNT4_FZD3_LRP6	0.194086142200791	0.363207547169811	0.726975120034919	0.103527221051859	0.0744186046511628	0.718486123698966	0.457368718654654
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD3_LRP5	Fzd3;Lrp5	Secreted Signaling	WNT	WNT4_FZD3_LRP5	0.194086142200791	0.363207547169811	0.726975120034919	0.101222999134503	0.0744186046511628	0.715546482724016	0.456143357280898
Tac1+_neuron -> Cx3cr1+_immune	Nectin1	Nectin1	Cadm3	Cadm3	Cell-Cell Contact	NECTIN	NECTIN1_CADM3	0.365359775046009	0.669811320754717	0.840331732867743	0.0572094475520591	0.0930232558139535	0.634220864251419	0.455458007689943
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD8_LRP6	Fzd8;Lrp6	Secreted Signaling	WNT	WNT4_FZD8_LRP6	0.194086142200791	0.363207547169811	0.726975120034919	0.098476917442586	0.0744186046511628	0.710969211637057	0.45421837172332
Tac1+_neuron -> Cx3cr1+_immune	Enho	Enho	Gpr19	Gpr19	Secreted Signaling	ENHO	ENHO_GPR19	1.01359210940638	0.919811320754717	0.961414229594064	0.0391983200759738	0.0604651162790698	0.583413356612833	0.453798689561451
Tac1+_neuron -> Cx3cr1+_immune	Wnt4	Wnt4	FZD8_LRP5	Fzd8;Lrp5	Secreted Signaling	WNT	WNT4_FZD8_LRP5	0.194086142200791	0.363207547169811	0.726975120034919	0.0962851009404198	0.0744186046511628	0.708060325637009	0.452984189475785
Tac1+_neuron -> Cx3cr1+_immune	Sema6a	Sema6a	Plxna4	Plxna4	Cell-Cell Contact	SEMA6	SEMA6A_PLXNA4	0.158849037065894	0.292452830188679	0.690309908336971	0.122172126689969	0.167441860465116	0.745438673068529	0.452374265684715
Tac1+_neuron -> Cx3cr1+_immune	Jam3	Jam3	Jam3	Jam3	Cell-Cell Contact	JAM	JAM3_JAM3	0.33216571263841	0.627358490566038	0.824487123526844	0.0582106869323517	0.0744186046511628	0.636316019205587	0.452022458095055
Tac1+_neuron -> Cx3cr1+_immune	Sema3a	Sema3a	NRP1_PLXNA4	Nrp1;Plxna4	Secreted Signaling	SEMA3	SEMA3A_NRP1_PLXNA4	0.112783386196463	0.245283018867925	0.632474901789612	0.231502703079242	0.167441860465116	0.828855214454577	0.4512052818846
Tac1+_neuron -> Cx3cr1+_immune	Cd200	Cd200	Cd200r4	Cd200r4	Cell-Cell Contact	CD200	CD200_CD200R4	1.62370213922065	0.971698113207547	0.986294194674814	0.0345554786562448	0.0558139534883721	0.567525098210388	0.447894517929308
Tac1+_neuron -> Cx3cr1+_immune	Lrrc4b	Lrrc4b	Ptprf	Ptprf	Cell-Cell Contact	NGL	LRRC4B_PTPRF	0.905366014530944	0.962264150943396	0.95312090790048	0.0368969400357382	0.0511627906976744	0.575032736796159	0.446564193801173
Tac1+_neuron -> Cx3cr1+_immune	Tgfb2	Tgfb2	ACVR1B_TGFbR2	Acvr1b;Tgfbr2	Secreted Signaling	TGFb	TGFB2_ACVR1B_TGFBR2	0.123835669256985	0.259433962264151	0.646573548668704	0.197827516818217	0.0976744186046512	0.78914210935909	0.446524252265224
Tac1+_neuron -> Cx3cr1+_immune	Jam2	Jam2	ITGAV_ITGB1	Itgav;Itgb1	Cell-Cell Contact	JAM	JAM2_ITGAV_ITGB1	0.0810949792437859	0.160377358490566	0.584722828459188	0.461810422841915	0.32093023255814	0.91274537463662	0.444304034462849
Tac1+_neuron -> Cx3cr1+_immune	ITGA9_ITGB1	Itga9;Itgb1	Vcam1	Vcam1	Cell-Cell Contact	VCAM	ITGA9_ITGB1_VCAM1	0.115657232592716	0.0707547169811321	0.645574135657533	0.140612864386933	0.13953488372093	0.768223483195111	0.439064368717345
Tac1+_neuron -> Cx3cr1+_immune	Sema4c	Sema4c	Plxnb2	Plxnb2	Cell-Cell Contact	SEMA4	SEMA4C_PLXNB2	0.0631021521634378	0.19811320754717	0.55303360977739	0.690721922764525	0.683720930232558	0.956787429070275	0.432203837400285
Tac1+_neuron -> Cx3cr1+_immune	Sema6b	Sema6b	Plxna2	Plxna2	Cell-Cell Contact	SEMA6	SEMA6B_PLXNA2	0.237508906116885	0.542452830188679	0.763814927979048	0.0566204285265778	0.0558139534883721	0.632562199912702	0.430842814064029
Tac1+_neuron -> Cx3cr1+_immune	Sema3a	Sema3a	NRP1_PLXNA2	Nrp1;Plxna2	Secreted Signaling	SEMA3	SEMA3A_NRP1_PLXNA2	0.112783386196463	0.245283018867925	0.632474901789612	0.157600131441125	0.0558139534883721	0.763526881902024	0.430699581171539
Tac1+_neuron -> Cx3cr1+_immune	Gdf11	Gdf11	TGFBR1_ACVR2B	Tgfbr1;Acvr2b	Secreted Signaling	GDF	GDF11_TGFBR1_ACVR2B	0.0916354021172835	0.245283018867925	0.602051505892623	0.281370605476024	0.111627906976744	0.811134046910934	0.428858631992905
Tac1+_neuron -> Cx3cr1+_immune	Sema5a	Sema5a	Plxna3	Plxna3	Cell-Cell Contact	SEMA5	SEMA5A_PLXNA3	0.4335705915477	0.542452830188679	0.868616324749018	0.0366024174977023	0.0558139534883721	0.574290702749891	0.427254357056679
Tac1+_neuron -> Cx3cr1+_immune	Sema3d	Sema3d	NRP1_PLXNA4	Nrp1;Plxna4	Secreted Signaling	SEMA3	SEMA3D_NRP1_PLXNA4	0.0817824426693737	0.136792452830189	0.585683107813182	0.231502703079242	0.167441860465116	0.828855214454577	0.424101610208411
Tac1+_neuron -> Cx3cr1+_immune	Mdk	Mdk	Sdc2	Sdc2	Secreted Signaling	MK	MDK_SDC2	0.182888630775143	0.268867924528302	0.715320820602357	0.0626065677480486	0.0744186046511628	0.646311654299433	0.420259335594705
Tac1+_neuron -> Cx3cr1+_immune	Sema4a	Sema4a	Plxnb1	Plxnb1	Cell-Cell Contact	SEMA4	SEMA4A_PLXNB1	0.211669069675807	0.476415094339623	0.742252291575731	0.0539592760786932	0.0697674418604651	0.626189436927106	0.420052731122769
Tac1+_neuron -> Cx3cr1+_immune	Sema3a	Sema3a	NRP1_PLXNA3	Nrp1;Plxna3	Secreted Signaling	SEMA3	SEMA3A_NRP1_PLXNA3	0.112783386196463	0.245283018867925	0.632474901789612	0.126714082865595	0.0558139534883721	0.727509396048142	0.417971014989638
Tac1+_neuron -> Cx3cr1+_immune	Nectin1	Nectin1	Nectin3	Nectin3	Cell-Cell Contact	NECTIN	NECTIN1_NECTIN3	0.365359775046009	0.669811320754717	0.840331732867743	0.0355802456719414	0.0511627906976744	0.570798777826277	0.41788622429417
Tac1+_neuron -> Cx3cr1+_immune	Sema4d	Sema4d	Cd72	Cd72	Cell-Cell Contact	SEMA4	SEMA4D_CD72	0.129415825717848	0.297169811320755	0.653862941946748	0.0894826128251454	0.0883720930232558	0.698428633784374	0.417200202074169
Tac1+_neuron -> Cx3cr1+_immune	Sema3d	Sema3d	NRP2_PLXNA4	Nrp2;Plxna4	Secreted Signaling	SEMA3	SEMA3D_NRP2_PLXNA4	0.0817824426693737	0.136792452830189	0.585683107813182	0.174817568015721	0.167441860465116	0.798809617903166	0.415603192264923
Tac1+_neuron -> Cx3cr1+_immune	Dll1	Dll1	Notch2	Notch2	Cell-Cell Contact	NOTCH	DLL1_NOTCH2	0.0646043386578886	0.127358490566038	0.555390659100829	0.264019335069771	0.348837209302326	0.863465735486687	0.413640533255106
Tac1+_neuron -> Cx3cr1+_immune	Gdf11	Gdf11	TGFBR1_ACVR2A	Tgfbr1;Acvr2a	Secreted Signaling	GDF	GDF11_TGFBR1_ACVR2A	0.0916354021172835	0.245283018867925	0.602051505892623	0.205257674337302	0.0511627906976744	0.757691290666247	0.412279778605295
Tac1+_neuron -> Cx3cr1+_immune	Jam2	Jam2	Jam2	Jam2	Cell-Cell Contact	JAM	JAM2_JAM2	0.0810949792437859	0.160377358490566	0.584722828459188	0.150613579397766	0.209302325581395	0.779135748581406	0.409138182484649
Tac1+_neuron -> Cx3cr1+_immune	Csf1	Csf1	Csf1r	Csf1r	Secreted Signaling	CSF	CSF1_CSF1R	0.0426311709010164	0.117924528301887	0.511916193801833	2.75497456997994	0.925581395348837	0.996115233522479	0.408780462637126
Tac1+_neuron -> Cx3cr1+_immune	Bmp7	Bmp7	ACVR1_BMPR2	Acvr1;Bmpr2	Secreted Signaling	BMP	BMP7_ACVR1_BMPR2	0.0691043053273935	0.108490566037736	0.564382365779136	0.187279487670965	0.209302325581395	0.811472620836388	0.406091655347751
Tac1+_neuron -> Cx3cr1+_immune	Sema3d	Sema3d	NRP1_PLXNA2	Nrp1;Plxna2	Secreted Signaling	SEMA3	SEMA3D_NRP1_PLXNA2	0.0817824426693737	0.136792452830189	0.585683107813182	0.157600131441125	0.0558139534883721	0.763526881902024	0.404827676502367
Tac1+_neuron -> Cx3cr1+_immune	Bmp7	Bmp7	BMPR1A_BMPR2	Bmpr1a;Bmpr2	Secreted Signaling	BMP	BMP7_BMPR1A_BMPR2	0.0691043053273935	0.108490566037736	0.564382365779136	0.178565934458025	0.186046511627907	0.80309528639769	0.403761558961278
Tac1+_neuron -> Cx3cr1+_immune	Sema6a	Sema6a	Plxna2	Plxna2	Cell-Cell Contact	SEMA6	SEMA6A_PLXNA2	0.158849037065894	0.292452830188679	0.690309908336971	0.0566204285265778	0.0558139534883721	0.632562199912702	0.40368160801964
Tac1+_neuron -> Cx3cr1+_immune	Jag1	Jag1	Notch2	Notch2	Cell-Cell Contact	NOTCH	JAG1_NOTCH2	0.0556674552442214	0.089622641509434	0.538891313836752	0.264019335069771	0.348837209302326	0.863465735486687	0.402439876768726
Tac1+_neuron -> Cx3cr1+_immune	Sema3c	Sema3c	NRP1_PLXNA4	Nrp1;Plxna4	Secreted Signaling	SEMA3	SEMA3C_NRP1_PLXNA4	0.0618608430606001	0.0990566037735849	0.55067656045395	0.231502703079242	0.167441860465116	0.828855214454577	0.401877090623418
Tac1+_neuron -> Cx3cr1+_immune	Dll1	Dll1	Notch1	Notch1	Cell-Cell Contact	NOTCH	DLL1_NOTCH1	0.0646043386578886	0.127358490566038	0.555390659100829	0.190777655233267	0.251162790697674	0.81601920558708	0.401573197608523
Tac1+_neuron -> Cx3cr1+_immune	Wnt3	Wnt3	FZD5_LRP6	Fzd5;Lrp6	Secreted Signaling	WNT	WNT3_FZD5_LRP6	0.0860334300700677	0.212264150943396	0.592754255783501	0.112172497855624	0.0930232558139535	0.730858590907876	0.397998785920407
Tac1+_neuron -> Cx3cr1+_immune	Sema3c	Sema3c	NRP1_NRP2	Nrp1;Nrp2;Plxnd1	Secreted Signaling	SEMA3	SEMA3C_NRP1_NRP2	0.0618608430606001	0.0990566037735849	0.55067656045395	0.206356664847093	0.12093023255814	0.812974599950898	0.397691204175257
Tac1+_neuron -> Cx3cr1+_immune	Wnt3	Wnt3	FZD5_LRP5	Fzd5;Lrp5	Secreted Signaling	WNT	WNT3_FZD5_LRP5	0.0860334300700677	0.212264150943396	0.592754255783501	0.109675856629699	0.0930232558139535	0.727868328758252	0.396956805975949
Tac1+_neuron -> Cx3cr1+_immune	Wnt3	Wnt3	FZD7_LRP6	Fzd7;Lrp6	Secreted Signaling	WNT	WNT3_FZD7_LRP6	0.0860334300700677	0.212264150943396	0.592754255783501	0.108355613975074	0.0930232558139535	0.725512572834868	0.396130731023263
Tac1+_neuron -> Cx3cr1+_immune	Sema3d	Sema3d	NRP2_PLXNA2	Nrp2;Plxna2	Secreted Signaling	SEMA3	SEMA3D_NRP2_PLXNA2	0.0817824426693737	0.136792452830189	0.585683107813182	0.119010583163968	0.0558139534883721	0.735849405486699	0.395725152676033
Tac1+_neuron -> Cx3cr1+_immune	Wnt3	Wnt3	FZD7_LRP5	Fzd7;Lrp5	Secreted Signaling	WNT	WNT3_FZD7_LRP5	0.0860334300700677	0.212264150943396	0.592754255783501	0.10594392574416	0.0930232558139535	0.722544183583359	0.395083268820726
Tac1+_neuron -> Cx3cr1+_immune	Sema3c	Sema3c	NRP2_PLXNA4	Nrp2;Plxna4	Secreted Signaling	SEMA3	SEMA3C_NRP2_PLXNA4	0.0618608430606001	0.0990566037735849	0.55067656045395	0.174817568015721	0.167441860465116	0.798809617903166	0.393824021746002
Tac1+_neuron -> Cx3cr1+_immune	Wnt3	Wnt3	FZD3_LRP6	Fzd3;Lrp6	Secreted Signaling	WNT	WNT3_FZD3_LRP6	0.0860334300700677	0.212264150943396	0.592754255783501	0.103527221051859	0.0744186046511628	0.718486123698966	0.393639370532071
Tac1+_neuron -> Cx3cr1+_immune	Sema3d	Sema3d	NRP1_PLXNA3	Nrp1;Plxna3	Secreted Signaling	SEMA3	SEMA3D_NRP1_PLXNA3	0.0817824426693737	0.136792452830189	0.585683107813182	0.126714082865595	0.0558139534883721	0.727509396048142	0.392863708813777
Tac1+_neuron -> Cx3cr1+_immune	Igf1	Igf1	Igf1r	Igf1r	Secreted Signaling	IGF	IGF1_IGF1R	0.0494769917542818	0.0613207547169811	0.526451331296377	0.255318287410821	0.330232558139535	0.858926233085989	0.392684930188524
